date, pm25, pm10, o3, no2, so2, co
2019/12/17, 65, 38, 15, 26, 4, 7
2019/12/18, 81, 27, 18, 27, 4, 6
2019/12/19, 53, 29, 18, 26, 4, 6
2019/12/20, 55, 33, 3, 47, 4, 9
2019/12/21, 72, 50, 15, 41, 5, 9
2019/12/22, 116, 44, 19, 34, 3, 10
2019/12/23, 112, 57, 11, 44, 4, 13
2019/12/24, 150, 50, 6, 52, 3, 13
2019/12/25, 121, 41, 20, 33, 4, 8
2019/12/26, 94, 31, 24, 26, , 7
2019/12/27, 65, 40, 7, 46, 4, 9
2019/12/28, 77, 41, 11, 36, 4, 9
2019/12/29, 78, , , , , 
2019/7/1, 69, 33, 39, 22, 4, 7
2019/7/2, 62, 28, 33, 22, 4, 7
2019/7/3, 71, 21, 40, 27, 4, 7
2019/7/4, 55, 27, 70, 28, 4, 7
2019/7/5, 62, 24, 39, 24, , 6
2019/7/6, 59, 12, 32, 12, , 5
2019/7/7, 38, 7, 29, 14, , 5
2019/7/8, 18, 6, 25, 15, 4, 5
2019/7/9, 18, 5, 23, 15, 4, 5
2019/7/10, 22, 6, 17, 12, , 5
2019/7/11, 13, 16, 26, 19, 4, 5
2019/7/12, 33, 19, 46, 20, 6, 7
2019/7/13, 79, 36, 63, 15, 4, 8
2019/7/14, 93, 27, 29, 22, 4, 8
2019/7/15, 80, 9, 37, 24, , 8
2019/7/16, 76, , 50, 23, 5, 9
2019/7/17, 121, 52, 81, 27, 5, 9
2019/7/18, 125, 36, 39, 24, 5, 8
2019/7/19, 64, 11, 12, 14, , 6
2019/7/20, 5, 12, 26, 11, 4, 6
2019/7/21, 43, 34, 45, 21, 5, 7
2019/7/22, 84, 34, 25, 22, 5, 7
2019/7/23, 51, 24, 11, 21, 4, 6
2019/7/24, 40, 22, 15, 26, , 8
2019/7/25, 52, 17, 23, 24, 3, 8
2019/7/26, 39, 18, 41, 20, 4, 7
2019/7/27, 41, 14, 18, 16, 4, 7
2019/7/28, 16, 15, 10, 14, 4, 6
2019/7/29, 15, 21, 14, 15, 5, 6
2019/7/30, 15, 19, 14, 22, 4, 7
2019/7/31, 10, 14, 18, 16, 4, 6
2019/8/1, 16, 16, 35, 15, , 6
2019/8/2, 140, 19, 49, 19, , 6
2019/8/3, 59, 24, 72, 21, 4, 7
2019/8/4, 76, 32, 44, 21, 4, 7
2019/8/5, 83, 30, 31, 20, 4, 6
2019/8/6, 63, 25, 12, 22, 4, 8
2019/8/7, 49, 32, 33, 23, 4, 8
2019/8/8, 78, 24, 28, 22, 4, 6
2019/8/9, 59, 18, 29, 18, 4, 6
2019/8/10, 46, 17, 23, 11, , 4
2019/8/11, 44, 16, 11, 18, , 6
2019/8/12, 54, 20, 33, 20, 4, 6
2019/8/13, 51, 16, 22, 17, 4, 6
2019/8/14, 41, 11, 11, 11, 3, 6
2019/8/15, 26, 17, 32, 17, 4, 7
2019/8/16, 39, 27, 50, 17, 5, 7
2019/8/17, 65, 18, 55, 14, 4, 7
2019/8/18, 54, 22, 52, 20, 4, 7
2019/8/19, 53, 24, 42, 25, 4, 7
2019/8/20, 61, 33, 37, 26, 4, 7
2019/8/21, 68, 47, 42, 20, 4, 7
2019/8/26, 43, 28, 50, 24, 4, 7
2019/8/27, 49, 22, 47, 20, 4, 6
2019/8/28, 54, 29, 32, 24, 4, 8
2019/8/29, 58, 14, 29, 21, 4, 6
2019/8/30, 33, 13, 36, 17, 4, 6
2019/8/31, 36, 18, 42, 19, 4, 6
2019/9/1, 47, 18, 39, 23, 4, 6
2019/9/2, 47, 16, 24, 23, 4, 6
2019/9/3, 40, 10, 19, 20, 4, 6
2019/9/4, 14, 11, 7, 20, , 6
2019/9/5, 15, 16, 13, 19, , 7
2019/9/6, 22, 15, 19, 10, 4, 5
2019/9/7, 13, 36, 38, 15, 5, 7
2019/9/8, 60, 33, 21, 24, 4, 8
2019/9/9, 67, 19, 17, 19, 4, 6
2019/9/10, 30, 14, 29, 17, 4, 6
2019/9/11, 19, 14, 21, 13, 3, 5
2019/9/12, 17, 18, 32, 17, , 5
2019/9/13, 25, 26, 16, 22, 4, 7
2019/9/14, 50, 21, 31, 11, 4, 6
2019/9/15, 39, 18, 29, 17, 4, 6
2019/9/16, 25, 26, 35, 24, 4, 5
2019/9/17, 36, 41, 30, 19, 5, 4
2019/9/18, 42, 38, 34, 16, 5, 4
2019/9/19, 37, 32, 17, 21, 4, 5
2019/9/20, 39, 23, 13, 22, 4, 5
2019/9/21, 32, 12, 29, 13, 4, 4
2019/9/22, 15, 21, 30, 14, , 4
2019/9/23, 21, 29, 35, 24, 5, 5
2019/9/24, 38, 35, 30, 31, 5, 6
2019/9/25, 53, 34, 21, 29, , 6
2019/9/26, 54, 29, 22, 26, 4, 6
2019/9/27, 44, 35, 35, 26, , 6
2019/9/28, 59, 44, 52, 18, 5, 6
2019/9/29, 70, 53, 49, 35, 4, 8
2019/9/30, 83, 53, 32, 31, 4, 7
2019/4/1, 47, 31, 33, 27, 5, 7
2019/4/2, 54, 36, 32, 32, 5, 7
2019/4/3, 65, 32, 32, 33, 6, 6
2019/4/4, 61, 60, 33, 27, 5, 6
2019/4/5, 68, 50, 27, 39, 4, 8
2019/4/6, 55, 31, 35, 20, 3, 6
2019/4/7, 51, 40, 31, 25, 5, 5
2019/4/8, 50, 27, 22, 31, 2, 7
2019/4/9, 41, 9, 28, 22, 3, 7
2019/4/10, 23, 29, 31, 33, 4, 9
2019/4/11, 52, 44, 36, 37, 5, 9
2019/4/12, 78, 42, 39, 42, 5, 9
2019/4/13, 74, 31, 39, 21, 5, 7
2019/4/14, 61, 49, 32, 36, 5, 8
2019/4/15, 58, 46, 33, 41, 5, 9
2019/4/16, 63, 36, 35, 41, 6, 9
2019/4/17, 64, 36, 24, 36, 5, 8
2019/4/18, 70, 38, 28, 27, 3, 8
2019/4/19, 59, 43, 35, 27, 3, 7
2019/4/20, 71, 27, 34, 20, 3, 8
2019/4/21, 66, 65, 43, 37, 3, 10
2019/4/22, 87, 73, 37, 45, 5, 11
2019/4/23, 113, 49, 42, 31, 4, 10
2019/4/24, 97, 31, 23, 28, 2, 8
2019/4/25, 50, 7, 23, 24, , 6
2019/4/26, 21, 16, 30, 25, 4, 6
2019/4/27, 42, 16, 40, 20, 5, 5
2019/4/28, 47, 20, 28, 35, , 6
2019/4/29, 57, 34, 37, 37, , 7
2019/4/30, 70, 49, 43, 25, 4, 6
2019/5/1, 78, 51, 36, 30, 5, 6
2019/5/2, 53, 53, 46, 42, 9, 8
2019/5/3, 87, 71, 63, 42, 7, 9
2019/5/4, 133, 55, 63, 35, 6, 9
2019/5/5, 108, 34, 35, 11, 5, 4
2019/5/6, 39, 47, 40, 30, 6, 6
2019/5/7, 57, 51, 48, 33, 7, 7
2019/5/8, 76, 49, 38, 31, 6, 7
2019/5/9, 78, 55, 50, 40, 5, 8
2019/5/10, 95, 59, 47, 45, 5, 9
2019/5/11, 104, 52, 75, 35, 6, 8
2019/5/12, 103, 50, 37, 45, 6, 9
2019/5/13, 110, 36, 40, 30, 9, 6
2019/5/14, 93, 58, 52, 36, 6, 8
2019/5/15, 128, 58, 50, 35, 5, 8
2019/5/16, 128, 47, 44, 36, 5, 8
2019/5/17, 101, 30, 32, 23, 5, 6
2019/5/18, 62, 9, 27, 18, 3, 7
2019/5/19, 47, 43, 31, 18, 5, 6
2019/5/20, 61, 54, 48, 26, 6, 7
2019/5/21, 76, 59, 51, 28, 7, 8
2019/5/22, 99, 64, 62, 40, 8, 9
2019/5/23, 121, 71, 111, 41, 8, 10
2019/5/24, 135, 62, 54, 30, 8, 9
2019/5/25, 121, 38, 64, 26, 6, 8
2019/5/26, 70, 25, 30, 23, 4, 8
2019/5/27, 59, 24, 33, 22, 4, 6
2019/5/28, 35, 51, 44, 33, 5, 7
2019/5/29, 85, 49, 48, 35, 6, 8
2019/5/30, 84, 27, 40, 21, 4, 6
2019/5/31, 44, 36, 44, 23, 5, 7
2019/6/1, 81, 37, 69, 20, 5, 7
2019/6/2, 74, 44, 48, 34, 5, 8
2019/6/3, 71, 31, 33, 26, 5, 7
2019/6/4, 65, 52, 42, 30, 4, 8
2019/6/5, 119, 57, 31, 32, 4, 10
2019/6/6, 141, 14, 42, 17, 3, 7
2019/6/7, 44, 28, 43, 23, 5, 6
2019/6/8, 61, 44, 59, 17, 5, 7
2019/6/9, 100, 10, 26, 16, 3, 5
2019/6/10, 25, 14, 35, 17, 3, 5
2019/6/11, 30, 30, 36, 26, 4, 7
2019/6/12, 62, 34, 45, 27, 4, 6
2019/6/13, 71, 34, 42, 20, 3, 5
2019/6/14, 73, 39, 38, 14, 3, 6
2019/6/15, 68, 13, 44, 12, 3, 5
2019/6/16, 43, 28, 36, 24, 6, 6
2019/6/17, 60, 37, 28, 27, 4, 7
2019/6/18, 83, 39, 40, 18, 3, 6
2019/6/19, 86, 27, 41, , 3, 6
2019/6/20, 57, 25, 33, 22, 3, 7
2019/6/21, 51, 9, 33, 18, 4, 5
2019/6/22, 8, 7, 36, 11, 3, 4
2019/6/23, 12, 13, 42, 23, 4, 6
2019/6/24, 30, 26, 47, 25, 5, 6
2019/6/25, 55, 23, 42, 28, 4, 7
2019/6/26, 58, 16, 38, 21, 3, 6
2019/6/27, 36, 36, 35, 29, 5, 8
2019/6/28, 89, 17, 30, 21, 3, 7
2019/6/29, 49, 20, 36, 16, 3, 7
2019/6/30, 63, 36, 43, 19, 4, 8
2019/1/1, 68, 30, 16, 42, 6, 10
2019/1/2, 61, 38, 6, 50, 7, 10
2019/1/3, 67, 47, 3, 66, 8, 13
2019/1/4, 96, 50, 22, 28, 7, 8
2019/1/5, 97, 43, 16, 38, 6, 8
2019/1/6, 64, 48, 16, 53, 7, 12
2019/1/7, 94, 36, 22, 24, 6, 6
2019/1/8, 52, 45, 15, 37, 6, 9
2019/1/9, 64, 50, 6, 51, 7, 10
2019/1/10, 82, 55, 6, 57, 7, 13
2019/1/11, 117, 68, 16, 55, 7, 14
2019/1/12, 146, 77, 20, 56, 7, 16
2019/1/13, 157, 104, 5, 71, 8, 20
2019/1/14, 184, 88, 24, 29, 6, 12
2019/1/15, 140, 46, 18, 28, 5, 7
2019/1/16, 59, 37, 19, 41, 6, 9
2019/1/17, 63, 40, 15, 52, 7, 12
2019/1/18, 78, 65, 10, 62, 8, 15
2019/1/19, 129, 54, 25, 17, 6, 8
2019/1/20, 76, 42, 15, 43, 6, 11
2019/1/21, 67, 56, 14, 53, 7, 14
2019/1/22, 85, 57, 24, 44, 7, 14
2019/1/23, 100, 40, 15, 43, 6, 8
2019/1/24, 63, 42, 25, 33, 6, 9
2019/1/25, 66, 40, 22, 16, 6, 6
2019/1/26, 64, 35, 17, 38, 6, 9
2019/1/27, 63, 61, 24, 18, 5, 6
2019/1/28, 65, 56, 11, 45, 6, 9
2019/1/29, 67, 52, 12, 53, 7, 10
2019/1/30, 76, 60, 18, 24, 6, 7
2019/1/31, 72, 39, 17, 33, 5, 9
2019/2/1, 56, 49, 7, 51, 6, 12
2019/2/2, 93, 29, 21, 29, 4, 9
2019/2/3, 71, 58, 26, 19, 5, 8
2019/2/4, 103, 63, 17, 49, 6, 11
2019/2/5, 79, 73, 17, 48, 6, 11
2019/2/6, 90, 53, 27, 16, 4, 7
2019/2/7, 89, 32, 22, 23, 5, 7
2019/2/8, 56, 33, 25, 15, 5, 6
2019/2/9, 59, 38, 19, 25, 6, 8
2019/2/10, 66, 35, 24, 26, 6, 8
2019/2/11, 70, 45, 27, 30, 7, 9
2019/2/12, 90, 32, 26, 24, 6, 7
2019/2/13, 59, 44, 19, 40, 6, 8
2019/2/14, 67, 34, 20, 41, 5, 8
2019/2/15, 69, 50, 29, 19, 6, 10
2019/2/16, 120, 32, 27, 26, 6, 8
2019/2/17, 72, 32, 9, 50, 6, 10
2019/2/18, 65, 32, 14, 39, 5, 9
2019/2/19, 71, 44, 26, 30, 5, 9
2019/2/20, 112, 61, 17, 50, 6, 14
2019/2/21, 149, 56, 21, 51, 6, 13
2019/2/22, 125, 43, 25, 50, 5, 12
2019/2/23, 94, 45, 32, 46, 7, 12
2019/2/24, 99, 59, 30, 36, 5, 11
2019/2/25, 121, 47, 23, 45, 6, 11
2019/2/26, 74, 54, 19, 52, 8, 11
2019/2/27, 99, 63, 33, 52, 6, 13
2019/2/28, 123, 74, 42, 52, 8, 14
2019/3/1, 148, 76, 35, 52, 6, 14
2019/3/2, 146, 74, 39, 48, 6, 13
2019/3/3, 139, 101, 37, 48, 6, 14
2019/3/4, 165, 117, 32, 37, 7, 14
2019/3/5, 184, 90, 35, 44, 6, 13
2019/3/6, 165, 46, 34, 27, 4, 11
2019/3/7, 95, 46, 25, 42, 6, 11
2019/3/8, 73, 36, 17, 55, 7, 11
2019/3/9, 67, 43, 32, 33, 5, 10
2019/3/10, 80, 55, 22, 42, 6, 12
2019/3/11, 108, 63, 29, 25, 4, 11
2019/3/12, 103, 41, 26, 19, 4, 7
2019/3/13, 39, 38, 24, 35, 6, 10
2019/3/14, 60, 46, 24, 32, 4, 10
2019/3/15, 73, 31, 26, 28, 4, 9
2019/3/16, 66, 32, 33, 22, 5, 8
2019/3/17, 63, 35, 19, 48, 7, 11
2019/3/18, 68, 47, 26, 52, 8, 12
2019/3/19, 99, 63, 19, 54, 5, 13
2019/3/20, 132, 29, 31, 22, 3, 8
2019/3/21, 66, 35, 29, 16, 4, 5
2019/3/22, 67, 21, 29, 21, 5, 7
2019/3/23, 48, 24, 32, 20, 5, 7
2019/3/24, 48, 37, 33, 35, 5, 7
2019/3/25, 69, 49, 34, 27, 5, 6
2019/3/26, 84, 65, 45, , 6, 8
2019/3/27, 128, 61, 30, 29, 4, 7
2019/3/28, 111, 36, 32, 24, 4, 5
2019/3/29, 58, 28, 31, 19, 3, 6
2019/3/30, 60, 37, 31, 11, , 6
2019/3/31, 73, 26, 29, 18, 5, 5
2018/10/1, 34, 25, 29, 18, 4, 5
2018/10/2, 49, 25, 29, 25, 4, 5
2018/10/3, 54, 25, 11, 27, 3, 5
2018/10/4, 54, 13, 29, 8, , 4
2018/10/5, 34, 6, , , , 4
2018/10/6, 16, 23, , , 3, 5
2018/10/7, 41, 21, 13, 33, 3, 5
2018/10/8, 31, 27, 12, 35, , 6
2018/10/9, 49, 18, 20, 14, 3, 4
2018/10/10, 41, 16, 19, 12, 3, 4
2018/10/11, 31, 23, 15, 26, 3, 6
2018/10/12, 47, 27, 17, 37, 4, 7
2018/10/13, 60, 28, 32, 31, 4, 7
2018/10/14, 63, 44, 36, 35, 4, 8
2018/10/15, 89, 46, 8, 36, , 8
2018/10/16, 86, 12, 11, 34, 4, 5
2018/10/17, 15, 15, 14, 23, 3, 5
2018/10/18, 29, 18, 24, 23, 3, 5
2018/10/19, 37, 37, 22, 37, , 7
2018/10/20, 67, 34, 33, 36, 4, 7
2018/10/21, 67, 41, 24, 50, 6, 9
2018/10/22, 79, 43, 19, 45, 4, 9
2018/10/23, 74, 40, 22, 36, 3, 8
2018/10/24, 62, 35, 17, 43, 3, 8
2018/10/25, 62, 32, 19, 39, 2, 7
2018/10/26, 59, 25, 24, 10, , 6
2018/10/27, 24, 12, 22, 22, 3, 8
2018/10/28, 30, 15, 21, 20, 3, 8
2018/10/29, 31, 18, 19, 18, 4, 8
2018/10/30, 36, 19, 22, 22, , 8
2018/10/31, 41, 32, 15, 39, 4, 11
2018/11/1, 64, 37, 12, 50, 5, 12
2018/11/2, 71, 40, 18, 52, 4, 12
2018/11/3, 79, 39, 27, 46, 5, 12
2018/11/4, 80, 46, 14, 50, 5, 12
2018/11/5, 85, 60, 7, 64, 5, 14
2018/11/6, 119, 46, 9, 45, 4, 11
2018/11/7, 100, 11, 12, 32, 3, 9
2018/11/8, 26, 31, 28, 20, 4, 8
2018/11/9, 60, 56, 32, 34, 5, 9
2018/11/10, 110, 50, 17, 35, 5, 10
2018/11/11, 98, 29, 20, 32, 4, 8
2018/11/12, 56, 42, 17, 40, 5, 9
2018/11/13, 77, 30, 17, 41, 4, 8
2018/11/14, 66, 39, 11, 55, 4, 10
2018/11/15, 80, 48, 24, 44, 5, 11
2018/11/16, 99, 29, 15, 30, 4, 10
2018/11/17, 58, 34, 16, 36, 5, 11
2018/11/18, 69, 45, 23, 39, 5, 13
2018/11/19, 77, 41, 14, 45, 6, 11
2018/11/20, 54, 31, 15, 40, 4, 10
2018/11/21, 46, 21, 22, 20, 5, 7
2018/11/22, 37, 24, 18, 33, 5, 4
2018/11/23, 51, 20, 11, 33, 4, 3
2018/11/24, 49, 35, 6, 42, , 7
2018/11/25, 77, 48, 9, 49, 5, 10
2018/11/26, 95, 81, 9, 47, 5, 10
2018/11/27, 120, 91, 23, 27, 5, 2
2018/11/28, 69, 63, 7, 41, 5, 5
2018/11/29, 64, 55, 11, 40, 5, 5
2018/11/30, 69, 42, 8, 50, 6, 8
2018/12/1, 69, 46, 9, 46, 5, 10
2018/12/2, 71, 44, 7, 43, 4, 8
2018/12/3, 67, 28, 19, 24, 3, 5
2018/12/4, 50, 29, 19, 23, 4, 3
2018/12/5, 46, 34, 17, 24, 4, 4
2018/12/6, 57, 25, 24, 9, 4, 3
2018/12/7, 34, 23, 22, 12, 5, 2
2018/12/8, 36, 23, 21, 20, 5, 4
2018/12/9, 40, 35, 10, 45, 6, 7
2018/12/10, 62, 39, 3, 46, 6, 9
2018/12/11, 71, 37, 22, 25, 5, 6
2018/12/12, 62, 34, 24, 29, 6, 7
2018/12/13, 64, 30, 15, 32, 6, 6
2018/12/14, 58, 51, 5, 50, 6, 10
2018/12/15, 101, 46, 2, 51, 6, 11
2018/12/16, 99, 53, 21, 33, 7, 9
2018/12/17, 100, 39, 10, 52, 7, 10
2018/12/18, 68, 42, 14, 52, 7, 11
2018/12/19, 73, 51, 7, 55, 7, 13
2018/12/20, 93, 55, 4, 62, 8, 13
2018/12/21, 97, 62, 13, 56, 7, 12
2018/12/22, 122, 46, 27, 22, 5, 7
2018/12/23, 74, 20, 19, 19, 5, 6
2018/12/24, 39, 32, 4, , 6, 9
2018/12/25, 61, 40, 20, , 5, 7
2018/12/26, 58, 32, 22, 15, 5, 5
2018/12/27, 31, 35, 16, 20, 5, 6
2018/12/28, 43, 37, 22, 16, 5, 5
2018/12/29, 33, 29, 16, 29, 6, 7
2018/12/30, 51, , , , , 
2018/7/1, 34, 13, 21, 24, 2, 8
2018/7/2, 28, 17, 12, 18, 3, 7
2018/7/3, 38, 22, 30, 20, 3, 5
2018/7/4, 47, 20, 12, 20, 3, 6
2018/7/5, 48, 8, 12, 14, , 4
2018/7/6, 16, 9, 18, 12, , 3
2018/7/7, 20, 11, 24, 11, , 3
2018/7/8, 26, 13, 10, 15, , 4
2018/7/9, 28, 22, 2, 19, 3, 6
2018/7/10, 42, 29, 8, 19, 5, 6
2018/7/11, 62, 23, 6, 14, 4, 5
2018/7/12, 55, 21, 17, 14, 5, 4
2018/7/13, 50, 20, 22, 16, 5, 4
2018/7/14, 51, 22, 36, 11, 6, 4
2018/7/15, 56, 29, 33, 17, 5, 4
2018/7/16, 63, 31, 20, 15, 6, 4
2018/7/17, 72, 36, 37, 18, 5, 4
2018/7/18, 82, 27, 33, 15, 4, 4
2018/7/19, 65, 37, 71, 21, 5, 5
2018/7/20, 80, 33, 63, 21, 4, 5
2018/7/21, 74, 28, 57, 14, 3, 4
2018/7/22, 65, 31, 51, 15, 6, 4
2018/7/23, 67, 40, 100, 19, 5, 5
2018/7/24, 89, 32, 28, 19, 6, 4
2018/7/25, 72, 40, 42, 20, 5, 5
2018/7/26, 83, 42, 54, 18, 4, 5
2018/7/27, 89, 33, 33, 20, , 6
2018/7/28, 76, 21, 24, 12, , 4
2018/7/29, 52, 13, 22, 14, , 4
2018/7/30, 26, 15, 49, 13, 3, 3
2018/7/31, 41, 32, 73, 16, 3, 5
2018/8/1, 65, 40, 99, 19, 5, 5
2018/8/2, 84, 44, 79, 20, 5, 6
2018/8/3, 98, 28, 37, 11, 4, 4
2018/8/4, 64, 23, 23, 8, 4, 
2018/8/5, 58, 29, 32, 16, 3, 5
2018/8/6, 66, 21, 47, 16, 3, 4
2018/8/7, 42, 28, 32, 12, 4, 3
2018/8/8, 62, 23, 20, 13, 5, 4
2018/8/9, 60, 16, 30, 13, 2, 5
2018/8/10, 40, 10, 33, 15, 2, 5
2018/8/11, 25, 14, 37, 13, 3, 5
2018/8/12, 39, 29, 39, 15, 4, 5
2018/8/13, 73, 28, 43, 18, 4, 4
2018/8/14, 62, 31, 42, 19, 3, 5
2018/8/15, 69, 17, 20, 13, , 3
2018/8/16, 40, 16, 22, 14, 2, 4
2018/8/17, 26, 16, 37, 13, 2, 3
2018/8/18, 30, 21, 52, 16, 3, 4
2018/8/19, 49, 34, 42, 23, 4, 4
2018/8/20, 68, 23, 26, 17, 3, 4
2018/8/21, 49, 27, 29, 21, 3, 4
2018/8/22, 53, 14, 9, 12, 2, 3
2018/8/23, 30, 9, 15, 11, , 4
2018/8/24, 22, 23, 29, 17, 3, 4
2018/8/25, 47, 16, 28, 14, 3, 4
2018/8/26, 41, 10, 18, 18, 2, 4
2018/8/27, 25, 12, 4, 17, 2, 5
2018/8/28, 25, 13, 8, 16, 3, 4
2018/8/29, 30, 26, 29, 20, 3, 5
2018/8/30, 57, 24, 36, 18, 3, 4
2018/8/31, 55, 20, 23, 18, 3, 5
2018/9/1, 41, 13, 30, 12, , 3
2018/9/2, 27, 18, 14, 20, , 5
2018/9/3, 34, 18, 28, 12, 2, 3
2018/9/4, 35, 28, 37, 12, 3, 3
2018/9/5, 40, 34, 43, 23, 4, 5
2018/9/6, 61, 28, 36, 12, 3, 3
2018/9/7, 49, 24, 28, 14, 4, 3
2018/9/8, 44, 21, 32, 14, 3, 3
2018/9/9, 43, 13, 22, 14, , 3
2018/9/10, 22, 14, 20, 15, 2, 2
2018/9/11, 28, 17, 25, 17, , 3
2018/9/12, 30, 21, 17, 27, , 5
2018/9/13, 40, 20, 14, 24, 3, 5
2018/9/14, 43, 13, 17, 21, 3, 5
2018/9/15, 28, 29, 32, 19, 3, 5
2018/9/16, 68, 26, 30, 18, 3, 5
2018/9/17, 53, 36, 28, 25, 4, 6
2018/9/18, 58, 40, 21, 32, 3, 6
2018/9/19, 69, 17, 18, 24, 2, 4
2018/9/20, 36, 9, 18, 24, 2, 4
2018/9/21, 21, 29, 32, , 3, 5
2018/9/22, 43, 29, 35, 11, 4, 4
2018/9/23, 44, 14, 22, 9, 2, 3
2018/9/24, 26, 16, 20, 12, 3, 3
2018/9/25, 32, 10, 20, 13, , 2
2018/9/26, 26, 11, 21, 14, , 3
2018/9/27, 24, 15, 15, 21, 3, 4
2018/9/28, 28, 16, 24, 23, 3, 4
2018/9/29, 36, 20, 28, 18, 3, 4
2018/9/30, 42, 20, 21, 10, 3, 2
2018/4/1, 99, 63, 31, 29, 7, 6
2018/4/2, 86, 62, 22, 29, 7, 6
2018/4/3, 68, 14, 27, 20, 4, 5
2018/4/4, 29, 7, 21, 23, , 8
2018/4/5, 15, 88, 26, 18, , 7
2018/4/6, 66, 47, 30, 13, 5, 7
2018/4/7, 73, 28, 27, 21, 5, 8
2018/4/8, 50, 31, 19, 35, 8, 9
2018/4/9, 68, 43, 31, 30, 6, 7
2018/4/10, 65, 54, 34, 22, 6, 6
2018/4/11, 68, 45, 35, 30, 7, 6
2018/4/12, 55, 38, 29, 33, 12, 7
2018/4/13, 58, 24, 30, 17, 6, 6
2018/4/14, 39, 59, 29, 16, 5, 7
2018/4/15, 65, 36, 30, 31, 6, 8
2018/4/16, 73, 52, 38, 37, 6, 8
2018/4/17, 82, 62, 39, 39, 6, 7
2018/4/18, 83, 74, 48, 44, 7, 8
2018/4/19, 106, 78, 55, 52, 7, 9
2018/4/20, 128, 57, 37, 48, 5, 8
2018/4/21, 97, 40, 29, 30, 3, 5
2018/4/22, 74, 10, 34, 17, , 5
2018/4/23, 25, 11, 28, 19, 1, 6
2018/4/24, 29, 35, 36, 27, 2, 6
2018/4/25, 79, 43, 42, 37, 4, 7
2018/4/26, 87, 48, 41, 35, 5, 7
2018/4/27, 96, 48, 39, 33, 4, 8
2018/4/28, 91, 50, 60, 27, 5, 7
2018/4/29, 87, 63, 49, 32, 6, 8
2018/4/30, 138, 51, 46, 20, 2, 7
2018/5/1, 109, 43, 28, 25, 2, 7
2018/5/2, 87, 25, 34, 14, 2, 5
2018/5/3, 43, 44, 41, 19, 3, 5
2018/5/4, 63, 42, 63, 23, 4, 5
2018/5/5, 73, 18, 42, 16, 1, 7
2018/5/6, 49, 43, 35, 24, 3, 7
2018/5/7, 76, 29, 34, 16, 2, 5
2018/5/8, 49, 24, 37, 14, 2, 5
2018/5/9, 39, 45, 43, 25, 4, 6
2018/5/10, 81, 48, 47, 24, 2, 7
2018/5/11, 100, 34, 20, 39, 2, 9
2018/5/12, 78, 21, 34, 18, 2, 7
2018/5/13, 59, 56, 56, 33, 3, 10
2018/5/14, 126, 60, 46, 40, 4, 10
2018/5/15, 141, 35, 9, 28, 1, 8
2018/5/16, 88, 14, 16, 25, 1, 7
2018/5/17, 41, 11, 14, 17, , 5
2018/5/18, 31, 14, 28, 14, , 5
2018/5/19, 32, 14, 29, 15, 1, 4
2018/5/20, 33, 20, 33, 21, 2, 5
2018/5/21, 44, 36, 31, 25, 2, 6
2018/5/22, 81, 49, 38, 12, 1, 5
2018/5/23, 46, 81, 52, 27, 5, 7
2018/5/24, 90, 79, 54, 30, 4, 8
2018/5/25, 118, 71, 92, 30, 3, 7
2018/5/26, 124, 61, 55, 24, 5, 6
2018/5/27, 94, 49, 50, 26, 4, 7
2018/5/28, 86, 41, 36, 23, 4, 6
2018/5/29, 85, 41, 36, 23, 2, 6
2018/5/30, 78, 41, 40, 23, 2, 6
2018/5/31, 79, 44, 56, 28, 2, 7
2018/6/1, 78, 42, 47, 32, 4, 7
2018/6/2, 81, 30, 55, 21, 2, 6
2018/6/3, 71, 44, 40, 30, 5, 7
2018/6/4, 96, 45, 59, 21, 5, 6
2018/6/5, 104, 45, 46, 20, 4, 6
2018/6/6, 115, 41, 38, 23, 2, 7
2018/6/7, 97, 33, 34, 13, 2, 6
2018/6/8, 79, 38, 37, 19, 3, 6
2018/6/9, 76, 9, 27, 10, 2, 5
2018/6/10, 26, 13, 21, 13, , 5
2018/6/11, 27, 18, 27, 14, , 5
2018/6/12, 36, 28, 38, 19, 4, 7
2018/6/13, 66, 27, 26, 19, 2, 7
2018/6/14, 65, 15, 23, 14, , 6
2018/6/15, 35, 21, 45, 12, , 5
2018/6/16, 43, 37, 48, 18, 3, 7
2018/6/17, 82, 43, 50, 24, 4, 7
2018/6/18, 85, 40, 40, 28, 8, 7
2018/6/19, 86, 43, 37, 15, 4, 6
2018/6/20, 88, 38, 35, 14, 3, 6
2018/6/21, 79, 37, 47, 22, 3, 7
2018/6/22, 76, 38, 44, 24, 6, 8
2018/6/23, 78, 50, 70, 16, 5, 8
2018/6/24, 110, 50, 77, 28, 5, 9
2018/6/25, 102, 42, 34, 25, 6, 10
2018/6/26, 99, 24, 37, 20, 5, 9
2018/6/27, 64, 23, 23, 24, 3, 9
2018/6/28, 59, 35, 57, 25, 3, 10
2018/6/29, 79, 47, 33, 25, 3, 10
2018/6/30, 97, 13, 14, 18, 2, 8
2018/1/1, 67, 34, 18, 32, 8, 7
2018/1/2, 57, 33, 17, 22, 8, 5
2018/1/3, 60, 41, 15, 34, 8, 7
2018/1/4, 71, 53, 12, 40, 9, 7
2018/1/5, 103, 45, 16, 38, 8, 8
2018/1/6, 98, 49, 6, 48, 8, 10
2018/1/7, 116, 47, 10, 43, 8, 8
2018/1/8, 110, 37, 22, 16, 7, 4
2018/1/9, 68, 31, 20, 13, 7, 3
