date, pm25, pm10, o3, no2, so2, co
2014/11/3, 41, 23, 13, 40, 3, 6
2014/11/4, 46, 26, 17, 44, 4, 6
2014/11/5, 53, 44, 36, 39, 5, 7
2014/11/6, 78, 45, 8, 44, 4, 6
2014/11/7, 67, 51, 4, 49, 6, 9
2014/11/8, 80, 45, 34, 35, 4, 6
2014/11/9, 74, 44, 16, 52, 5, 9
2014/11/10, 72, 53, 11, 59, 6, 10
2014/11/11, 92, 31, 26, 14, 3, 3
2014/11/12, 49, 51, 26, 12, 2, 2
2014/11/13, 25, 25, 22, 37, 4, 6
2014/11/14, 51, 26, 20, 31, 5, 5
2014/11/15, 49, 38, 12, 43, 8, 7
2014/11/16, 71, 25, 26, 25, 4, 6
2014/11/17, 62, 30, 22, 36, 4, 7
2014/11/18, 65, 42, 18, 47, 6, 9
2014/11/19, 80, 50, 11, 57, 7, 12
2014/11/20, 90, 48, 9, 56, 8, 9
2014/11/21, 84, 35, 5, 54, 4, 9
2014/11/22, 72, 52, 15, 36, 4, 8
2014/11/23, 90, 52, 6, 40, 5, 8
2014/11/24, 94, 25, 18, 30, 4, 5
2014/11/25, 57, 23, 22, 35, 4, 6
2014/11/26, 53, 39, 3, 48, 7, 11
2014/11/27, 76, 22, 5, 39, 4, 7
2014/11/28, 53, 16, 9, 30, 2, 6
2014/11/29, 37, 13, 13, 27, 1, 6
2014/11/30, 37, 24, 22, 9, 4, 2
2014/12/1, 34, , , 13, 7, 3
2014/12/2, 36, , , 25, 8, 4
2014/12/3, 42, , , 18, 10, 4
2014/12/4, 42, , , 14, 10, 3
2014/12/5, 47, , , 14, 9, 3
2014/12/6, 41, , , 33, 11, 7
2014/12/7, 68, , , 28, 10, 7
2014/12/8, 63, , , 42, 13, 9
2014/12/9, 71, , , 52, 14, 12
2014/12/10, 77, , , 21, 9, 5
2014/12/11, 69, , , 28, 10, 5
2014/12/12, 64, , , 12, 8, 3
2014/12/13, 48, , , 33, 11, 8
2014/12/14, 64, , , 39, 8, 10
2014/12/15, 74, , , 15, 10, 5
2014/12/16, 55, , , 9, 8, 2
2014/12/17, 29, , , 32, 11, 8
2014/12/18, 57, , , 45, 13, 10
2014/12/19, 72, , , 25, 9, 8
2014/12/20, 52, , , 19, 8, 4
2014/12/21, 44, , , 37, 12, 9
2014/12/22, 59, 23, 4, 48, 12, 13
2014/12/23, 71, 42, 25, 47, 15, 14
2014/12/24, 83, 21, 28, 16, 9, 4
2014/12/25, 51, 28, 14, 37, 11, 7
2014/12/26, 64, 42, 4, 53, 13, 13
2014/12/27, 86, 44, 2, 55, 12, 14
2014/12/28, 91, , , , , 
2014/8/2, 31, 12, 17, 16, 2, 2
2014/8/3, 22, 9, 17, 11, , 2
2014/8/4, 24, 8, 13, 16, 3, 3
2014/8/5, 76, 35, 34, 21, 3, 4
2014/8/6, 78, 36, 28, 30, 3, 5
2014/8/7, 63, 32, 16, 32, 3, 5
2014/8/8, 40, 19, 27, 20, 2, 3
2014/8/9, 41, 18, 32, 15, 1, 3
2014/8/10, 26, 9, 29, 9, 1, 2
2014/8/11, 43, 20, 38, 15, 2, 3
2014/8/12, 87, 41, 64, 17, 2, 4
2014/8/13, 112, 51, 23, 30, 4, 6
2014/8/14, 54, 23, 20, 25, 3, 4
2014/8/15, 51, 27, 31, 23, 3, 4
2014/8/16, 57, 30, 45, 21, 3, 4
2014/8/17, 54, 33, 7, 25, 3, 4
2014/8/18, 23, 7, 15, 16, 2, 3
2014/8/19, 30, 13, 16, 22, 3, 4
2014/8/20, 43, 24, 17, 28, 3, 5
2014/8/21, 45, 14, 17, 22, 2, 4
2014/8/22, 104, 47, 50, 22, 5, 6
2014/8/23, 126, 57, 44, 22, 4, 5
2014/8/24, 81, 44, 54, 22, 4, 5
2014/8/25, 70, 36, 23, 22, 3, 4
2014/8/26, 38, 11, 26, 19, 2, 3
2014/8/27, 37, 9, 23, 16, , 2
2014/8/28, 29, 16, 40, 18, 4, 3
2014/8/29, 43, 19, 32, 27, 3, 3
2014/8/30, 46, 19, 30, 22, 3, 3
2014/8/31, 43, 18, 22, 24, 2, 3
2014/9/1, 48, 21, 52, 27, 3, 3
2014/9/2, 33, 15, 21, 25, 3, 3
2014/9/3, 30, 6, 24, 17, 2, 2
2014/9/4, 33, 14, 32, 17, 3, 3
2014/9/5, 48, 20, 37, 26, 3, 3
2014/9/6, 53, 28, 60, 20, 4, 4
2014/9/7, 78, 34, 62, 17, 3, 4
2014/9/8, 80, 38, 49, 16, 4, 4
2014/9/9, 86, 37, 48, 15, 4, 4
2014/9/10, 44, 22, 49, 20, 2, 3
2014/9/11, 68, 27, 47, 20, , 3
2014/9/12, 65, 30, 21, 31, 2, 4
2014/9/13, 46, 19, 28, 22, , 3
2014/9/14, 36, 12, 32, 14, 3, 3
2014/9/15, 51, 27, 53, 17, , 3
2014/9/16, 43, 26, 30, 15, 3, 2
2014/9/17, 58, 37, 14, 28, 4, 3
2014/9/18, 40, 18, 17, 23, 3, 3
2014/9/19, 50, 21, 22, 31, 4, 3
2014/9/20, 48, 25, 30, 31, 3, 3
2014/9/21, 57, 24, 16, 31, 4, 4
2014/9/22, 61, 26, 32, 30, 4, 4
2014/9/23, 45, 20, 25, 26, 2, 3
2014/9/24, 42, 16, 18, 21, 2, 3
2014/9/25, 34, 15, 28, 25, 4, 3
2014/9/26, 40, 20, 15, 26, 3, 3
2014/9/27, 52, 27, 27, 25, 5, 4
2014/9/28, 81, 35, 18, 25, 3, 4
2014/9/29, 78, 38, 10, 27, 2, 5
2014/9/30, 49, 19, 15, 18, 2, 3
2024/3/17, , 17, 31, 9, 3, 2
2023/4/16, , 77, 41, 21, 4, 6
2023/1/15, , 20, 20, 16, 3, 4
2022/11/12, , 16, 16, 12, 3, 6
2022/11/13, , 22, 20, 20, 4, 7
2020/3/31, , 62, 43, 23, 4, 4
2019/12/31, , 29, 5, 39, 4, 9
2019/8/22, , 41, 38, 17, , 7
2019/8/23, , 39, 29, 22, 4, 7
2019/8/25, , 37, 44, 23, 4, 7
2018/12/31, , 34, 23, 34, 5, 9
2017/8/6, , 33, 55, 17, 4, 4
2017/8/9, , 10, 30, 12, , 3
2017/8/26, , 27, 24, 26, 4, 5
2017/9/22, , 69, 37, 30, 6, 6
2016/11/14, , 55, 16, 21, 5, 3
2016/1/3, , 31, 22, 20, 8, 5
2014/12/31, , 38, 22, 10, 8, 3
2014/10/15, , 32, 26, 24, 3, 4
2014/10/16, , 26, 10, 36, 5, 5
2014/7/1, , 34, 61, 28, 5, 6
2014/7/2, , 49, 23, 18, 4, 4
2014/7/3, , 18, 43, 18, , 2
2014/7/4, , 14, 44, 35, 6, 4
2014/7/5, , 26, 36, 25, 4, 3
2014/7/6, , 22, 36, 25, 3, 3
2014/7/7, , 24, 67, 22, 4, 3
2014/7/8, , 24, 28, 28, 4, 3
2014/7/9, , 18, 14, 24, 4, 4
2014/7/10, , 26, 41, 12, 2, 2
2014/7/11, , 43, 53, 20, 6, 6
2014/7/12, , 53, 50, 21, 5, 5
2014/7/13, , 41, 48, 15, 4, 4
2014/7/14, , 55, 63, 21, 5, 5
2014/7/15, , 61, 61, 26, 4, 5
2014/7/16, , 42, 56, 24, 5, 4
2014/7/17, , 18, 23, 23, 4, 3
2014/7/18, , 13, 31, 24, 5, 2
2014/7/19, , 35, 28, 22, 4, 3
2014/7/20, , 44, 43, 16, 2, 3
2014/7/21, , 46, 31, 23, 6, 3
2014/7/22, , 16, 5, 16, 4, 2
2014/7/23, , 15, 10, 25, 4, 4
2014/7/24, , 10, 18, 26, 3, 3
2014/7/25, , 13, 8, 21, 3, 4
2014/7/26, , 24, 40, 15, 3, 3
2014/7/27, , 54, 62, 18, 2, 5
2014/7/28, , 43, 58, 28, 2, 5
2014/7/29, , 30, 44, 29, 3, 4
2014/7/30, , 23, 28, 24, 4, 3
2014/7/31, , 22, 22, 24, 4, 4
2014/8/1, , 12, 21, 26, 4, 3
2014/4/1, , 54, 41, 57, 7, 7
2014/4/2, , 48, 36, 45, 6, 5
2014/4/3, , 45, 33, 22, 3, 2
2014/4/4, , 18, 34, 29, 4, 3
2014/4/5, , 34, 34, 20, 4, 3
2014/4/6, , 31, 34, 43, 8, 5
2014/4/7, , 53, 31, 52, 8, 5
2014/4/8, , 39, 23, 57, 5, 6
2014/4/9, , 56, 28, 51, 5, 6
2014/4/10, , 48, 35, 57, 7, 7
2014/4/11, , 57, 21, 53, 7, 7
2014/4/12, , 56, 51, 42, 6, 6
2014/4/13, , 57, 36, 60, 6, 6
2014/4/14, , 54, 22, 53, 7, 5
2014/4/15, , 55, 18, 60, 10, 10
2014/4/16, , 94, 38, 56, 7, 8
2014/4/17, , 66, 41, 39, 4, 4
2014/4/18, , 52, 30, 32, 4, 4
2014/4/19, , 37, 48, 26, 4, 3
2014/4/20, , 35, 41, 34, 5, 5
2014/4/21, , 44, 43, 31, 6, 5
2014/4/22, , 40, 51, 48, 11, 7
2014/4/23, , 54, 54, 45, 9, 9
2014/4/24, , 70, 50, 61, 6, 6
2014/4/25, , 50, 37, 55, 7, 5
2014/4/26, , 43, 33, 23, 3, 3
2014/4/27, , 22, 24, 25, 2, 2
2014/4/28, , 11, 34, 24, 2, 3
2014/4/29, , 13, 35, 20, 3, 2
2014/4/30, , 19, 41, 34, 7, 4
2014/5/1, , 46, 50, 37, 8, 6
2014/5/2, , 56, 33, 17, 4, 3
2014/5/3, , 23, 38, 30, 6, 4
2014/5/4, , 32, 34, 13, 5, 2
2014/5/5, , 31, 33, 23, 5, 3
2014/5/6, , 34, 43, 37, 8, 4
2014/5/7, , 40, 33, 26, 3, 4
2014/5/8, , 27, 42, 38, 3, 6
2014/5/9, , 35, 40, 42, 3, 5
2014/5/10, , 27, 37, 25, 3, 3
2014/5/11, , 25, 45, 23, 7, 5
2014/5/12, , 30, 63, 35, 11, 8
2014/5/13, , 64, 67, 31, 11, 5
2014/5/14, , 59, 39, 23, 5, 3
2014/5/15, , 39, 38, 32, 8, 5
2014/5/16, , 40, 52, 38, 8, 4
2014/5/17, , 36, 58, 36, 6, 5
2014/5/18, , 40, 40, 41, 7, 5
2014/5/19, , 45, 46, 33, 6, 4
2014/5/20, , 54, 40, 22, 3, 3
2014/5/21, , 45, 43, 39, 7, 4
2014/5/22, , 37, 43, 40, 6, 5
2014/5/23, , 50, 29, 37, 7, 5
2014/5/24, , 51, 34, 26, 4, 4
2014/5/25, , 44, 38, 28, 6, 4
2014/5/26, , 66, 66, 35, 9, 6
2014/5/27, , 93, 89, 37, 8, 7
2014/5/28, , 100, 64, 42, 9, 7
2014/5/29, , 84, 62, 46, 10, 5
2014/5/30, , 53, 90, 48, 10, 6
2014/5/31, , 74, 62, 28, 7, 4
2014/6/1, , 64, 18, 44, 5, 6
2014/6/2, , 59, 24, 25, 5, 3
2014/6/3, , 22, 31, 20, 3, 2
2014/6/4, , 18, 33, 19, , 2
2014/6/5, , 16, 49, 21, 3, 2
2014/6/6, , 23, 46, 31, 4, 4
2014/6/7, , 29, 36, 18, 4, 3
2014/6/8, , 27, 37, 27, 4, 3
2014/6/9, , 30, 39, 30, 2, 3
2014/6/10, , 26, 27, 22, 2, 2
2014/6/11, , 16, 35, 22, 3, 3
2014/6/12, , 20, 40, 29, 3, 4
2014/6/13, , 42, 53, 26, 5, 4
2014/6/14, , 32, 58, 21, 5, 3
2014/6/15, , 33, 37, 26, 5, 3
2014/6/16, , 26, 78, 33, 5, 5
2014/6/17, , 42, 76, 24, 4, 5
2014/6/18, , 39, 38, 24, 4, 4
2014/6/19, , 40, 43, 24, 3, 4
2014/6/20, , 41, 37, 21, , 3
2014/6/21, , 18, 36, 20, 1, 3
2014/6/22, , 17, 19, 33, 3, 4
2014/6/23, , 22, 37, 28, 3, 4
2014/6/24, , 31, 51, 31, 4, 5
2014/6/25, , 38, 60, 25, 5, 4
2014/6/26, , 36, 43, 19, 3, 3
2014/6/27, , 25, 46, 16, 3, 3
2014/6/28, , 29, 55, 20, 3, 4
2014/6/29, , 26, 54, 26, 6, 4
2014/6/30, , 26, 84, 28, 4, 4
2014/1/1, , 74, 16, 36, 10, 6
2014/1/2, , 42, 4, 64, 12, 12
2014/1/3, , 45, 16, 36, 8, 6
2014/1/4, , 37, 12, 40, 8, 8
2014/1/5, , 35, 7, 56, 12, 11
2014/1/6, , 47, 3, 73, 15, 14
2014/1/7, , 60, 17, 44, 9, 9
2014/1/8, , 52, 25, 16, 4, 2
2014/1/9, , 14, 14, 42, 8, 6
2014/1/10, , 27, 8, 58, 12, 11
2014/1/11, , 40, 24, 46, 14, 11
2014/1/12, , 46, 24, 27, 4, 4
2014/1/13, , 20, 13, 44, 8, 6
2014/1/14, , 32, 17, 46, 12, 9
2014/1/15, , 44, 2, 71, 14, 13
2014/1/16, , 63, 7, 69, 15, 16
2014/1/17, , 85, 25, 28, 10, 6
2014/1/18, , 48, 17, 38, 11, 7
2014/1/19, , 41, 11, 45, 7, 9
2014/1/20, , 49, 21, 28, 14, 8
2014/1/21, , 68, 12, 56, 15, 13
2014/1/22, , 83, 5, 67, 12, 13
2014/1/23, , 50, 2, 66, 12, 11
2014/1/24, , 51, 17, 54, 9, 11
2014/1/25, , 40, 23, 28, 6, 5
2014/1/26, , 32, 7, 54, 9, 8
2014/1/27, , 32, 24, 38, 6, 5
2014/1/28, , 27, 7, 60, 9, 9
2014/1/29, , 36, 22, 45, 8, 8
2014/1/30, , 34, 20, 37, 7, 6
2014/1/31, , 20, 5, 49, 7, 9
2014/2/1, , 24, 12, 38, 4, 8
2014/2/2, , 17, 25, 19, 4, 4
2014/2/3, , 46, 28, 16, 5, 3
2014/2/4, , 27, 22, 31, 9, 5
2014/2/5, , 35, 13, 44, 10, 7
2014/2/6, , 38, 19, 33, 6, 4
2014/2/7, , 16, 21, 29, 3, 4
2014/2/8, , 8, 26, 21, 3, 4
2014/2/9, , 15, 25, 32, 6, 5
2014/2/10, , 24, 22, 41, 7, 5
2014/2/11, , 17, 17, 41, 6, 6
2014/2/12, , 19, 20, 40, 6, 5
2014/2/13, , 21, 26, 37, 4, 5
2014/2/14, , 16, 27, 43, 7, 7
2014/2/15, , 27, 24, 56, 11, 10
2014/2/16, , 49, 28, 46, 11, 8
2014/2/17, , 56, 25, 37, 6, 5
2014/2/18, , 20, 19, 41, 5, 4
2014/2/19, , 24, 30, 47, 9, 8
2014/2/20, , 48, 25, 52, 9, 9
2014/2/21, , 55, 31, 60, 12, 10
2014/2/22, , 66, 29, 59, 13, 11
2014/2/23, , 70, 25, 67, 18, 13
2014/2/24, , 96, 14, 76, 16, 15
2014/2/25, , 99, 27, 73, 15, 13
2014/2/26, , 85, 35, 63, 14, 12
2014/2/27, , 75, 31, 51, 12, 10
2014/2/28, , 71, 17, 60, 10, 9
2014/3/1, , 69, 33, 23, 5, 3
2014/3/2, , 23, 25, 52, 13, 7
2014/3/3, , 45, 36, 67, 15, 9
2014/3/4, , 59, 35, 18, 6, 3
2014/3/5, , 29, 29, 24, 8, 3
2014/3/6, , 26, 30, 24, 5, 3
2014/3/7, , 24, 24, 43, 8, 6
2014/3/8, , 36, 31, 25, 7, 4
2014/3/9, , 32, 26, 35, 6, 4
2014/3/10, , 31, 18, 55, 11, 6
2014/3/11, , 41, 7, 63, 8, 8
2014/3/12, , 34, 28, 29, 6, 4
2014/3/13, , 35, 34, 40, 7, 5
2014/3/14, , 46, 35, 47, 10, 7
2014/3/15, , 68, 38, 45, 10, 8
2014/3/16, , 67, 23, 57, 10, 8
2014/3/17, , 51, 33, 34, 6, 5
2014/3/18, , 81, 17, 50, 7, 6
2014/3/19, , 78, 31, 29, 5, 3
2014/3/20, , 34, 30, 29, 4, 3
2014/3/21, , 25, 27, 49, 10, 6
2014/3/22, , 47, 48, 47, 11, 6
2014/3/23, , 60, 37, 54, 9, 6
2014/3/24, , 45, 29, 44, 8, 4
2014/3/25, , 46, 33, 48, 8, 6
2014/3/26, , 52, 27, 71, 10, 8
2014/3/27, , 64, 45, 46, 8, 7
2014/3/28, , 74, 32, 44, 5, 5
2014/3/29, , 42, 45, 24, 4, 5
2014/3/30, , 29, 31, 54, 6, 7
2014/3/31, , 48, 26, 61, 7, 7
2019/8/24, , , 47, 17, 4, 7
2013/12/31, , , 18, 40, 13, 7
